Date,Bullish,Neutral,Bearish,Total,8-week,Spread,SPYHighWk,SPYLowWK,SPYCloseWK
10/1/1998,32.00%,35.00%,33.00%,100%,28.38%,-1.00%,"1,061.46",971.65,"1,002.60"
10/8/1998,25.00%,43.00%,32.00%,100%,28.13%,-7.00%,"1,008.77",923.32,984.39
10/15/1998,25.00%,34.00%,41.00%,100%,28.13%,-16.00%,"1,062.65",984.39,"1,056.42"
10/22/1998,32.00%,35.00%,33.00%,100%,29.25%,-1.00%,"1,084.06","1,054.23","1,070.67"
10/29/1998,43.00%,36.00%,21.00%,100%,31.75%,22.00%,"1,103.78","1,059.66","1,098.67"
11/5/1998,38.00%,42.00%,20.00%,100%,32.88%,18.00%,"1,141.30","1,098.67","1,141.01"
11/12/1998,50.00%,36.00%,14.00%,100%,34.88%,36.00%,"1,141.01","1,115.55","1,125.72"
11/19/1998,40.00%,42.00%,18.00%,100%,35.63%,22.00%,"1,163.55","1,125.72","1,163.55"
11/25/1998,48.00%,35.00%,17.00%,100%,37.63%,31.00%,"1,192.97","1,163.55","1,192.33"
12/3/1998,49.00%,30.00%,21.00%,100%,40.63%,28.00%,"1,192.72","1,150.14","1,176.74"
12/10/1998,44.00%,30.00%,26.00%,100%,43.00%,18.00%,"1,193.53","1,153.19","1,166.46"
12/17/1998,41.00%,34.00%,25.00%,100%,44.13%,16.00%,"1,188.89","1,136.89","1,188.03"
12/23/1998,34.00%,34.00%,32.00%,100%,43.00%,2.00%,"1,229.89","1,188.03","1,226.27"
12/31/1998,41.00%,37.00%,22.00%,100%,43.38%,19.00%,"1,244.93","1,200.78","1,229.23"
1/7/1999,38.00%,39.00%,23.00%,100%,41.88%,15.00%,"1,278.24","1,219.10","1,275.09"
1/14/1999,51.00%,28.00%,21.00%,100%,43.25%,30.00%,"1,276.22","1,205.46","1,243.26"
1/21/1999,56.00%,24.00%,20.00%,100%,44.25%,36.00%,"1,274.07","1,217.97","1,225.19"
1/28/1999,47.00%,33.00%,20.00%,100%,44.00%,27.00%,"1,280.37","1,219.40","1,279.64"
2/4/1999,48.00%,38.00%,14.00%,100%,44.50%,34.00%,"1,283.75","1,232.28","1,239.40"
2/11/1999,48.00%,35.00%,17.00%,100%,45.38%,31.00%,"1,254.05","1,211.89","1,230.13"
2/18/1999,37.00%,39.00%,24.00%,100%,45.75%,13.00%,"1,252.17","1,220.70","1,239.22"
2/25/1999,37.00%,39.00%,24.00%,100%,45.25%,13.00%,"1,283.84","1,225.01","1,238.33"
3/4/1999,36.00%,45.00%,19.00%,100%,45.00%,17.00%,"1,275.73","1,216.03","1,275.47"
3/11/1999,37.00%,42.00%,21.00%,100%,43.25%,16.00%,"1,306.43","1,271.58","1,294.59"
3/18/1999,48.00%,31.00%,21.00%,100%,42.25%,27.00%,"1,323.82","1,291.03","1,299.29"
3/25/1999,38.00%,33.00%,29.00%,100%,41.13%,9.00%,"1,303.84","1,256.43","1,282.80"
4/1/1999,40.00%,35.00%,25.00%,100%,40.13%,15.00%,"1,313.60","1,282.56","1,293.72"
4/8/1999,36.00%,38.00%,26.00%,100%,38.63%,10.00%,"1,351.22","1,293.72","1,348.35"
4/15/1999,41.00%,31.00%,28.00%,100%,39.13%,13.00%,"1,362.10","1,308.38","1,319.00"
4/22/1999,38.00%,32.00%,30.00%,100%,39.25%,8.00%,"1,363.65","1,284.21","1,356.85"
4/29/1999,41.00%,32.00%,27.00%,100%,39.88%,14.00%,"1,371.56","1,314.58","1,335.18"
5/6/1999,54.00%,32.00%,14.00%,100%,42.00%,40.00%,"1,354.64","1,317.44","1,345.00"
5/13/1999,43.00%,31.00%,26.00%,100%,41.38%,17.00%,"1,375.98","1,332.63","1,337.80"
5/20/1999,43.00%,31.00%,26.00%,100%,42.00%,17.00%,"1,350.49","1,321.19","1,330.29"
5/27/1999,38.00%,42.00%,20.00%,100%,41.75%,18.00%,"1,333.02","1,277.31","1,301.84"
6/3/1999,32.00%,36.00%,32.00%,100%,41.25%,0.00%,"1,327.75","1,277.47","1,327.75"
6/10/1999,32.00%,40.00%,28.00%,100%,40.13%,4.00%,"1,336.42","1,287.88","1,293.64"
6/17/1999,38.00%,35.00%,27.00%,100%,40.13%,11.00%,"1,344.48","1,292.20","1,342.84"
6/24/1999,30.00%,39.00%,31.00%,100%,38.75%,-1.00%,"1,351.12","1,308.47","1,315.31"
7/1/1999,35.00%,38.00%,27.00%,100%,36.38%,8.00%,"1,391.22","1,315.31","1,391.22"
7/8/1999,43.00%,36.00%,21.00%,100%,36.38%,22.00%,"1,405.29","1,384.95","1,403.28"
7/15/1999,54.00%,28.00%,18.00%,100%,37.75%,36.00%,"1,418.78","1,386.51","1,418.78"
7/22/1999,55.00%,23.00%,22.00%,100%,39.88%,33.00%,"1,420.33","1,349.91","1,356.94"
7/29/1999,42.00%,38.00%,20.00%,100%,41.13%,22.00%,"1,370.39","1,328.49","1,328.72"
8/5/1999,30.00%,46.00%,24.00%,100%,40.88%,6.00%,"1,344.69","1,287.23","1,300.29"
8/12/1999,30.00%,40.00%,30.00%,100%,39.88%,0.00%,"1,327.72","1,267.73","1,327.68"
8/19/1999,31.00%,46.00%,23.00%,100%,40.00%,8.00%,"1,344.16","1,315.35","1,336.61"
8/26/1999,35.00%,40.00%,25.00%,100%,40.00%,10.00%,"1,382.84","1,336.61","1,348.27"
9/2/1999,44.00%,38.00%,18.00%,100%,40.13%,26.00%,"1,357.74","1,304.88","1,357.24"
9/9/1999,37.00%,38.00%,25.00%,100%,38.00%,12.00%,"1,361.35","1,333.94","1,351.66"
9/16/1999,36.00%,43.00%,21.00%,100%,35.63%,15.00%,"1,351.66","1,317.97","1,335.42"
9/23/1999,36.00%,36.00%,28.00%,100%,34.88%,8.00%,"1,338.38","1,263.84","1,277.36"
9/30/1999,35.00%,42.00%,23.00%,100%,35.50%,12.00%,"1,295.03","1,256.26","1,282.81"
10/7/1999,34.00%,38.00%,28.00%,100%,36.00%,6.00%,"1,336.61","1,282.81","1,336.02"
10/14/1999,42.00%,39.00%,19.00%,100%,37.38%,23.00%,"1,344.26","1,245.44","1,247.41"
10/21/1999,38.00%,37.00%,25.00%,100%,37.75%,13.00%,"1,303.81","1,233.70","1,301.65"
10/28/1999,38.00%,38.00%,24.00%,100%,37.00%,14.00%,"1,373.17","1,280.48","1,362.93"
11/4/1999,43.00%,35.00%,22.00%,100%,37.75%,21.00%,"1,387.48","1,346.41","1,370.23"
11/11/1999,48.00%,26.00%,26.00%,100%,39.25%,22.00%,"1,396.12","1,359.98","1,396.06"
11/18/1999,46.00%,32.00%,22.00%,100%,40.50%,24.00%,"1,425.31","1,392.28","1,422.00"
11/24/1999,55.00%,28.00%,17.00%,100%,43.00%,38.00%,"1,425.25","1,399.18","1,416.62"
12/2/1999,62.00%,25.00%,13.00%,100%,46.50%,49.00%,"1,447.54","1,386.95","1,433.30"
12/9/1999,62.00%,27.00%,11.00%,100%,49.00%,51.00%,"1,434.19","1,391.47","1,417.04"
12/16/1999,54.00%,26.00%,20.00%,100%,51.00%,34.00%,"1,431.13","1,396.20","1,421.03"
12/23/1999,52.00%,31.00%,17.00%,100%,52.75%,35.00%,"1,461.44","1,410.97","1,458.34"
12/30/1999,60.00%,25.00%,15.00%,100%,54.88%,45.00%,"1,473.10","1,450.83","1,469.25"
1/6/2000,75.00%,11.70%,13.30%,100%,58.25%,61.70%,"1,478.00","1,377.68","1,441.47"
1/13/2000,59.30%,22.20%,18.50%,100%,59.91%,40.70%,"1,473.00","1,427.08","1,465.15"
1/20/2000,57.10%,25.00%,17.90%,100%,60.18%,39.30%,"1,465.71","1,438.54","1,441.36"
1/27/2000,53.70%,25.90%,20.40%,100%,59.14%,33.30%,"1,454.09","1,356.20","1,360.16"
2/3/2000,51.10%,24.40%,24.40%,100%,57.78%,26.70%,"1,435.91","1,350.14","1,424.37"
2/10/2000,41.90%,30.20%,27.90%,100%,56.26%,14.00%,"1,444.55","1,378.89","1,387.12"
2/17/2000,27.30%,48.50%,24.20%,100%,53.17%,3.00%,"1,407.72","1,345.32","1,346.09"
2/24/2000,41.40%,27.60%,31.00%,100%,50.84%,10.40%,"1,370.11","1,329.15","1,333.36"
3/2/2000,36.70%,40.00%,23.30%,100%,46.05%,13.30%,"1,410.88","1,325.07","1,409.17"
3/8/2000,58.30%,25.00%,16.70%,100%,45.93%,41.70%,"1,413.46","1,346.62","1,395.07"
3/16/2000,50.00%,23.30%,26.70%,100%,45.04%,23.30%,"1,477.33","1,356.99","1,464.47"
3/23/2000,65.70%,14.30%,20.00%,100%,46.54%,45.70%,"1,552.87","1,446.06","1,527.46"
3/30/2000,38.90%,11.10%,50.00%,100%,45.01%,-11.10%,"1,534.63","1,474.63","1,498.58"
4/6/2000,45.80%,33.30%,20.80%,100%,45.51%,25.00%,"1,526.45","1,416.41","1,516.35"
4/13/2000,51.90%,18.50%,29.60%,100%,48.58%,22.20%,"1,527.19","1,339.40","1,356.56"
4/20/2000,63.70%,13.70%,22.60%,100%,51.38%,41.20%,"1,447.69","1,346.50","1,434.54"
4/27/2000,61.30%,24.20%,14.50%,100%,54.45%,46.80%,"1,482.94","1,407.13","1,452.43"
5/4/2000,34.80%,30.40%,34.80%,100%,51.51%,0.00%,"1,481.51","1,398.36","1,432.63"
5/11/2000,30.20%,44.20%,25.60%,100%,49.04%,4.70%,"1,432.63","1,375.14","1,420.96"
5/18/2000,35.30%,23.50%,41.20%,100%,45.24%,-5.90%,"1,470.40","1,401.74","1,406.95"
5/25/2000,34.90%,28.60%,36.50%,100%,44.74%,-1.60%,"1,411.65","1,361.09","1,378.02"
6/1/2000,41.70%,20.80%,37.50%,100%,44.22%,4.20%,"1,483.23","1,378.02","1,477.26"
6/8/2000,61.50%,15.40%,23.10%,100%,45.43%,38.50%,"1,477.28","1,454.74","1,456.95"
6/15/2000,43.80%,37.50%,18.80%,100%,42.93%,25.00%,"1,483.62","1,442.38","1,464.46"
6/22/2000,26.70%,33.30%,40.00%,100%,38.61%,-13.30%,"1,488.93","1,438.31","1,441.48"
7/6/2000,56.10%,28.10%,15.90%,100%,41.27%,40.30%,"1,467.63","1,434.63","1,454.60"
7/13/2000,65.00%,15.00%,20.00%,100%,45.62%,45.00%,"1,484.12","1,439.56","1,478.90"
7/20/2000,66.70%,21.30%,12.00%,100%,49.54%,54.70%,"1,509.99","1,470.48","1,509.98"
7/27/2000,42.90%,37.10%,20.00%,100%,50.53%,22.90%,"1,517.32","1,477.91","1,480.19"
8/3/2000,41.30%,34.80%,23.90%,100%,50.49%,17.40%,"1,485.88","1,413.89","1,419.89"
8/10/2000,54.10%,34.40%,11.50%,100%,49.56%,42.60%,"1,462.93","1,418.71","1,462.93"
8/17/2000,59.40%,21.90%,18.80%,100%,51.51%,40.60%,"1,490.33","1,453.06","1,471.84"
8/23/2000,57.70%,19.20%,23.10%,100%,55.39%,34.60%,"1,499.47","1,468.56","1,491.72"
8/31/2000,55.90%,26.50%,17.70%,100%,55.36%,38.20%,"1,513.47","1,489.52","1,506.45"
9/7/2000,62.50%,29.20%,8.30%,100%,55.05%,54.20%,"1,530.09","1,500.09","1,520.77"
9/14/2000,41.20%,35.30%,23.50%,100%,51.86%,17.70%,"1,520.77","1,489.88","1,494.50"
9/21/2000,43.80%,37.50%,18.80%,100%,51.97%,25.00%,"1,506.76","1,460.22","1,465.81"
9/28/2000,53.30%,40.00%,6.70%,100%,53.48%,46.70%,"1,467.77","1,421.88","1,448.72"
10/5/2000,41.90%,32.30%,25.80%,100%,51.96%,16.10%,"1,461.69","1,419.44","1,436.51"
10/12/2000,41.50%,26.80%,31.70%,100%,49.72%,9.80%,"1,454.82","1,397.06","1,408.99"
10/19/2000,48.90%,26.70%,24.40%,100%,48.62%,24.50%,"1,409.69","1,327.08","1,374.17"
10/26/2000,64.10%,18.00%,18.00%,100%,49.64%,46.20%,"1,408.47","1,305.79","1,396.93"
11/2/2000,51.60%,25.80%,22.60%,100%,48.28%,29.00%,"1,415.64","1,337.81","1,379.58"
11/9/2000,62.90%,28.60%,8.60%,100%,50.99%,54.30%,"1,433.40","1,376.86","1,426.69"
11/16/2000,45.80%,37.50%,16.70%,100%,51.25%,29.20%,"1,438.46","1,365.97","1,365.98"
11/23/2000,36.50%,27.00%,36.50%,100%,49.15%,0.00%,"1,395.96","1,328.62","1,367.72"
11/30/2000,60.40%,22.90%,16.70%,100%,51.46%,43.80%,"1,367.72","1,321.89","1,341.77"
12/7/2000,47.10%,15.70%,37.30%,100%,52.16%,9.80%,"1,362.50","1,294.90","1,315.23"
12/14/2000,59.60%,7.70%,32.70%,100%,53.50%,26.90%,"1,380.33","1,310.23","1,369.89"
12/21/2000,31.10%,17.80%,51.10%,100%,49.38%,-20.00%,"1,389.05","1,305.38","1,312.15"
12/28/2000,40.00%,28.00%,32.00%,100%,47.93%,8.00%,"1,346.44","1,254.07","1,305.95"
1/4/2001,42.60%,33.30%,24.10%,100%,45.39%,18.50%,"1,340.10","1,301.64","1,320.28"
1/11/2001,35.70%,21.40%,42.90%,100%,44.13%,-7.20%,"1,350.24","1,274.62","1,298.35"
1/18/2001,36.60%,39.00%,24.40%,100%,44.14%,12.20%,"1,333.21","1,276.29","1,318.55"
1/25/2001,49.20%,24.60%,26.20%,100%,42.74%,23.10%,"1,354.55","1,313.33","1,342.54"
2/1/2001,50.00%,30.80%,19.20%,100%,43.11%,30.80%,"1,369.75","1,333.84","1,354.95"
2/8/2001,55.60%,30.00%,14.40%,100%,42.60%,41.10%,"1,383.37","1,348.72","1,349.47"
2/15/2001,30.40%,47.80%,21.70%,100%,42.51%,8.70%,"1,363.55","1,309.98","1,314.76"
2/22/2001,26.30%,35.10%,38.60%,100%,40.80%,-12.30%,"1,336.62","1,293.18","1,301.53"
3/1/2001,46.00%,20.30%,33.80%,100%,41.22%,12.20%,"1,272.76","1,214.50","1,234.18"
3/8/2001,31.60%,36.70%,31.60%,100%,40.71%,0.00%,"1,267.42","1,228.42","1,233.42"
3/15/2001,30.90%,32.70%,36.40%,100%,40.00%,-5.50%,"1,233.42","1,148.64","1,150.53"
3/22/2001,27.80%,25.00%,47.20%,100%,37.32%,-19.40%,"1,180.56","1,081.19","1,139.83"
3/29/2001,37.30%,35.30%,27.50%,100%,35.73%,9.80%,"1,183.35","1,136.26","1,160.33"
4/5/2001,35.10%,26.10%,38.70%,100%,33.18%,-3.60%,"1,169.51","1,091.99","1,128.43"
4/12/2001,30.30%,28.80%,40.90%,100%,33.16%,-10.60%,"1,183.51","1,126.38","1,183.50"
4/19/2001,43.80%,25.00%,31.30%,100%,35.34%,12.50%,"1,253.71","1,167.38","1,242.98"
4/26/2001,46.60%,22.40%,31.00%,100%,35.41%,15.50%,"1,253.07","1,207.38","1,253.05"
5/3/2001,63.50%,14.90%,21.60%,100%,39.40%,41.90%,"1,272.93","1,232.00","1,266.61"
5/10/2001,53.30%,28.90%,17.80%,100%,42.20%,35.60%,"1,270.00","1,240.79","1,245.67"
5/17/2001,51.80%,29.40%,18.80%,100%,45.20%,32.90%,"1,296.48","1,241.02","1,291.96"
5/24/2001,61.90%,21.40%,16.70%,100%,48.28%,45.20%,"1,315.93","1,276.42","1,277.89"
5/31/2001,49.40%,22.10%,28.60%,100%,50.06%,20.80%,"1,278.42","1,245.96","1,260.67"
6/7/2001,42.60%,31.90%,25.50%,100%,51.59%,17.00%,"1,286.62","1,256.36","1,264.96"
6/14/2001,30.50%,47.50%,22.00%,100%,49.93%,8.50%,"1,264.96","1,203.03","1,214.36"
6/21/2001,33.30%,43.30%,23.30%,100%,48.28%,10.00%,"1,240.24","1,207.71","1,225.35"
6/28/2001,30.40%,36.70%,32.90%,100%,44.14%,-2.50%,"1,237.29","1,204.64","1,224.38"
7/5/2001,40.70%,40.70%,18.50%,100%,42.57%,22.20%,"1,239.78","1,188.74","1,190.59"
7/12/2001,25.30%,38.50%,36.30%,100%,39.25%,-11.00%,"1,218.54","1,168.46","1,215.68"
7/19/2001,50.00%,34.80%,15.20%,100%,37.77%,34.80%,"1,225.04","1,196.14","1,210.85"
7/26/2001,29.50%,32.40%,38.10%,100%,35.29%,-8.60%,"1,215.22","1,165.54","1,205.82"
8/2/2001,36.40%,27.30%,36.40%,100%,34.51%,0.00%,"1,226.27","1,200.41","1,214.35"
8/9/2001,34.90%,37.40%,27.70%,100%,35.07%,7.20%,"1,214.35","1,169.55","1,190.16"
8/16/2001,35.40%,27.10%,37.50%,100%,35.33%,-2.10%,"1,198.79","1,156.07","1,161.97"
8/23/2001,34.50%,34.50%,31.00%,100%,35.84%,3.50%,"1,185.15","1,153.34","1,184.93"
8/30/2001,31.40%,45.70%,22.90%,100%,34.68%,8.60%,"1,186.85","1,124.87","1,133.58"
9/6/2001,30.30%,36.00%,33.70%,100%,35.31%,-3.40%,"1,155.40","1,082.12","1,085.78"
9/13/2001,26.70%,36.70%,36.70%,100%,32.40%,-10.00%,"1,092.54","1,073.15","1,092.54"
9/20/2001,31.10%,24.30%,44.60%,100%,32.59%,-13.50%,"1,092.54",944.75,965.8
9/27/2001,51.10%,26.70%,22.20%,100%,34.43%,28.90%,"1,040.94",965.8,"1,040.94"
10/4/2001,51.20%,19.50%,29.30%,100%,36.47%,22.00%,"1,084.12","1,026.76","1,071.38"
10/11/2001,47.40%,24.60%,28.10%,100%,37.96%,19.30%,"1,099.16","1,052.76","1,091.65"
10/18/2001,60.60%,18.30%,21.10%,100%,41.22%,39.40%,"1,107.12","1,057.24","1,073.48"
10/25/2001,55.90%,26.50%,17.70%,100%,44.28%,38.20%,"1,110.61","1,065.64","1,104.61"
11/1/2001,35.00%,31.70%,33.30%,100%,44.86%,1.70%,"1,104.61","1,053.61","1,087.20"
11/8/2001,34.60%,23.10%,42.30%,100%,45.86%,-7.70%,"1,135.75","1,087.20","1,120.31"
11/15/2001,45.50%,21.20%,33.30%,100%,47.65%,12.10%,"1,148.28","1,098.32","1,138.65"
11/22/2001,58.30%,16.70%,25.00%,100%,48.55%,33.30%,"1,152.45","1,129.78","1,150.34"
11/29/2001,69.30%,10.70%,20.00%,100%,50.82%,49.30%,"1,163.38","1,125.51","1,139.45"
12/6/2001,59.20%,16.30%,24.50%,100%,52.29%,34.70%,"1,173.62","1,125.78","1,158.31"
12/13/2001,61.40%,24.60%,14.00%,100%,52.40%,47.40%,"1,158.31","1,114.53","1,123.09"
12/20/2001,52.50%,21.30%,26.20%,100%,51.97%,26.20%,"1,152.44","1,122.66","1,144.89"
12/27/2001,57.70%,15.40%,26.90%,100%,54.81%,30.80%,"1,164.64","1,144.62","1,161.02"
1/3/2002,51.10%,24.40%,24.40%,100%,56.87%,26.70%,"1,176.55","1,136.23","1,172.51"
1/10/2002,54.80%,23.30%,21.90%,100%,58.04%,32.90%,"1,176.97","1,145.45","1,145.60"
1/17/2002,29.60%,40.90%,29.60%,100%,54.44%,0.00%,"1,148.81","1,124.45","1,127.58"
1/24/2002,34.70%,34.70%,30.60%,100%,50.11%,4.10%,"1,139.50","1,117.43","1,133.28"
1/31/2002,45.50%,31.80%,22.70%,100%,48.39%,22.70%,"1,138.63","1,081.66","1,122.20"
2/7/2002,37.50%,39.60%,22.90%,100%,45.41%,14.60%,"1,122.20","1,077.78","1,096.22"
2/14/2002,45.20%,38.70%,16.10%,100%,44.49%,29.00%,"1,124.72","1,094.68","1,104.18"
2/21/2002,36.40%,38.20%,25.50%,100%,41.83%,10.90%,"1,104.18","1,074.36","1,089.84"
2/28/2002,44.40%,35.20%,20.40%,100%,40.99%,24.10%,"1,131.79","1,089.84","1,131.78"
3/7/2002,53.30%,31.10%,15.60%,100%,40.81%,37.80%,"1,172.76","1,130.93","1,164.31"
3/14/2002,56.50%,29.00%,14.50%,100%,44.17%,41.90%,"1,173.03","1,151.01","1,154.09"
3/21/2002,53.20%,35.50%,11.30%,100%,46.49%,41.90%,"1,173.94","1,151.61","1,151.85"
3/28/2002,51.20%,25.60%,23.30%,100%,47.20%,27.90%,"1,151.04","1,131.61","1,144.58"
4/4/2002,40.50%,39.30%,20.20%,100%,47.58%,20.20%,"1,147.84","1,119.68","1,125.40"
4/11/2002,28.20%,38.50%,33.30%,100%,45.46%,-5.10%,"1,131.76","1,111.79","1,130.47"
4/18/2002,40.20%,36.60%,23.20%,100%,45.94%,17.00%,"1,133.00","1,099.41","1,126.07"
4/25/2002,36.70%,40.00%,23.30%,100%,44.97%,13.30%,"1,125.17","1,092.51","1,093.14"
5/2/2002,27.00%,39.60%,33.30%,100%,41.68%,-6.30%,"1,088.32","1,063.46","1,086.46"
5/9/2002,30.30%,29.00%,40.80%,100%,38.41%,-10.50%,"1,088.92","1,048.96","1,088.85"
5/16/2002,36.80%,34.90%,28.30%,100%,36.35%,8.50%,"1,104.23","1,053.90","1,091.07"
5/23/2002,26.20%,33.30%,40.50%,100%,33.23%,-14.30%,"1,106.59","1,075.64","1,086.02"
5/29/2002,28.30%,31.50%,40.20%,100%,31.70%,-12.00%,"1,085.98","1,067.66","1,067.66"
6/6/2002,32.80%,27.90%,39.30%,100%,32.27%,-6.60%,"1,070.74","1,030.52","1,049.90"
6/13/2002,31.80%,34.60%,33.60%,100%,31.23%,-1.80%,"1,039.04","1,002.58","1,020.26"
6/20/2002,45.70%,28.60%,25.70%,100%,32.36%,20.00%,"1,040.83","1,007.27","1,019.99"
6/27/2002,31.00%,23.00%,46.00%,100%,32.85%,-15.10%,"1,005.88",952.92,973.53
7/3/2002,26.60%,26.60%,46.90%,100%,32.39%,-20.30%,994.46,934.87,989.03
7/11/2002,35.10%,22.70%,42.30%,100%,32.17%,-7.20%,993.56,920.29,920.47
7/18/2002,26.30%,20.00%,53.80%,100%,32.18%,-27.50%,926.52,876.46,906.04
7/25/2002,27.90%,23.30%,48.80%,100%,32.13%,-20.90%,854.13,775.68,843.43
8/1/2002,34.20%,34.20%,31.60%,100%,32.31%,2.60%,911.64,852.84,911.62
8/8/2002,37.70%,23.00%,39.30%,100%,33.05%,-1.60%,878.74,833.44,876.77
8/15/2002,37.90%,20.70%,41.40%,100%,32.07%,-3.50%,920.21,876.2,919.62
8/22/2002,43.80%,16.70%,39.60%,100%,33.67%,4.20%,951.59,927.21,949.36
8/29/2002,50.00%,21.00%,29.00%,100%,36.60%,21.00%,955.82,913.21,917.87
9/5/2002,31.50%,18.50%,50.00%,100%,36.15%,-18.50%,916.07,875.73,893.4
9/12/2002,38.40%,24.70%,37.00%,100%,37.67%,1.40%,924.02,882.92,909.45
9/19/2002,33.80%,23.00%,43.20%,100%,38.40%,-9.50%,902.68,839.09,845.39
9/26/2002,24.50%,28.40%,47.10%,100%,37.19%,-22.60%,845.39,817.38,839.66
10/3/2002,35.20%,16.90%,47.90%,100%,36.88%,-12.70%,851.93,800.2,827.91
10/10/2002,28.90%,16.40%,54.80%,100%,35.74%,-26.00%,808.86,775.8,776.76
10/17/2002,39.50%,21.10%,39.50%,100%,35.21%,0.00%,881.27,828.37,860.02
10/24/2002,44.60%,21.70%,33.70%,100%,34.53%,10.90%,900.69,873.06,896.14
10/31/2002,51.50%,20.60%,27.90%,100%,37.03%,23.50%,907.44,867.91,890.71
11/7/2002,50.00%,23.70%,26.30%,100%,38.48%,23.70%,925.66,900.96,923.76
11/14/2002,48.70%,18.90%,32.40%,100%,40.34%,16.20%,894.74,872.05,882.53
11/21/2002,50.60%,28.10%,21.40%,100%,43.60%,29.20%,915.91,893.09,914.15
11/28/2002,51.10%,17.00%,31.90%,100%,45.58%,19.20%,941.82,912.1,936.31
12/5/2002,52.90%,29.40%,17.70%,100%,48.59%,35.30%,954.28,927.72,934.53
12/12/2002,41.40%,34.50%,24.10%,100%,48.83%,17.20%,912.23,891.97,904.96
12/19/2002,42.90%,27.10%,30.00%,100%,48.62%,12.90%,911.22,887.82,891.12
12/26/2002,40.00%,28.00%,32.00%,100%,47.18%,8.00%,902.43,892.26,897.38
1/2/2003,32.40%,29.70%,37.80%,100%,44.99%,-5.40%,882.1,869.45,879.82
1/9/2003,38.10%,19.10%,42.90%,100%,43.67%,-4.80%,931.77,908.32,909.93
1/16/2003,29.20%,41.70%,29.20%,100%,40.99%,0.00%,935.05,916.7,918.22
1/23/2003,25.00%,31.80%,43.20%,100%,37.74%,-18.20%,906,877.64,878.36
1/30/2003,25.50%,26.60%,47.90%,100%,34.31%,-22.30%,868.72,844.25,864.36
2/6/2003,22.90%,51.40%,25.70%,100%,31.99%,-2.90%,864.64,840.19,843.59
2/13/2003,21.90%,40.00%,38.10%,100%,29.37%,-16.20%,843.02,818.49,818.68
2/20/2003,21.10%,21.10%,57.90%,100%,27.01%,-36.80%,852.87,834.89,845.13
2/27/2003,26.00%,26.80%,47.20%,100%,26.20%,-21.10%,848.17,818.54,827.55
3/6/2003,33.30%,27.30%,39.40%,100%,25.61%,-6.10%,852.34,819,829.85
3/13/2003,34.30%,14.30%,51.40%,100%,26.25%,-17.10%,828.89,788.9,804.19
3/20/2003,42.90%,19.10%,38.10%,100%,28.48%,4.80%,874.99,827.17,874.02
3/27/2003,39.40%,27.90%,32.70%,100%,30.22%,6.70%,895.79,862.02,869.95
4/3/2003,32.40%,29.40%,38.20%,100%,31.40%,-5.90%,884.57,843.68,880.9
4/10/2003,38.50%,30.80%,30.80%,100%,33.47%,7.70%,904.89,865.72,865.99
4/17/2003,46.30%,22.20%,31.50%,100%,36.63%,14.80%,896.77,877.93,879.91
4/24/2003,63.00%,18.00%,19.00%,100%,41.25%,44.00%,919.74,886.7,919.02
5/1/2003,48.60%,25.70%,25.70%,100%,43.16%,22.90%,924.24,898.81,916.92
5/8/2003,52.80%,28.80%,18.40%,100%,45.47%,34.40%,939.61,924.55,934.39
5/15/2003,62.80%,20.90%,16.30%,100%,47.96%,46.50%,947.51,929.3,942.3
5/22/2003,38.50%,26.00%,35.60%,100%,47.84%,2.90%,944.3,912.05,923.42
5/29/2003,62.90%,22.90%,14.30%,100%,51.66%,48.60%,965.38,927.33,963.59
6/5/2003,52.00%,28.80%,19.20%,100%,53.35%,32.80%,987.85,963.59,986.24
6/12/2003,50.00%,20.80%,29.20%,100%,53.81%,20.80%,997.48,972.59,997.48
6/19/2003,56.40%,7.70%,35.90%,100%,52.99%,20.50%,"1,015.33",988.61,"1,010.09"
6/26/2003,71.40%,20.00%,8.60%,100%,55.84%,62.90%,995.69,973.8,976.22
7/3/2003,41.20%,23.50%,35.30%,100%,54.39%,5.90%,995,962.1,985.7
7/10/2003,43.20%,25.70%,31.10%,100%,51.95%,12.20%,"1,010.43",983.63,998.14
7/17/2003,51.30%,20.20%,28.60%,100%,53.55%,22.70%,"1,015.41",978.6,993.32
7/24/2003,52.00%,17.30%,30.70%,100%,52.19%,21.30%,998.89,975.63,998.68
7/31/2003,51.50%,32.30%,16.20%,100%,52.13%,35.40%,"1,004.59",978.86,980.15
8/7/2003,45.50%,22.10%,32.50%,100%,51.56%,13.00%,985.75,960.84,977.59
8/14/2003,50.60%,25.80%,23.60%,100%,50.83%,27.00%,992.5,974.21,990.67
8/21/2003,63.00%,18.50%,18.50%,100%,49.77%,44.40%,"1,011.01",990.67,993.06
8/28/2003,56.70%,20.60%,22.70%,100%,51.71%,34.00%,"1,008.85",983.57,"1,008.01"
9/4/2003,62.30%,21.30%,16.40%,100%,54.10%,45.90%,"1,029.34","1,005.73","1,021.39"
9/11/2003,58.10%,24.40%,17.40%,100%,54.96%,40.70%,"1,032.41","1,007.71","1,018.63"
9/18/2003,62.80%,17.70%,19.60%,100%,56.30%,43.10%,"1,040.29","1,013.59","1,036.30"
9/25/2003,57.30%,20.40%,22.30%,100%,57.02%,35.00%,"1,036.30",996.08,996.85
10/2/2003,50.00%,21.40%,28.60%,100%,57.59%,21.40%,"1,039.31",990.36,"1,029.85"
